일자,FG(BBL),STEAM(ESSTON),ELEC(KWH),EHC,FO,H/S,L/S,Mild,CDU,RFCC,RDS,UC,Rain,ATM Temp.
2025-11-10,66882,10438,4234703,0.1232918056764327,0.0,0.4501772009618478,0.008435724865713572,0.41809526849600576,639387,72770,153251.44,49442.894,0.0,15.8753
2025-11-11,68383,11428,4182284,0.1274648861993486,0.0,0.48920985465569056,0.005204409666291295,0.3781208494786696,636679,73606,153423.854,49514.762,0.0,14.6341
2025-11-12,67439,11185,4188507,0.17299261128790677,0.0,0.40060663250951384,0.005288511368254989,0.4211122448343245,641421,72800,153276.22400000002,49458.291,0.0,15.7793
2025-11-13,67968,10528,4208540,0.2538396181101297,0.0,0.26871314862548523,0.0052984248997913624,0.47214880836459383,647872,73990,153041.778,49301.54,0.0,17.8327
2025-11-14,68395,9958,4217924,0.2569135247669308,0.0,0.2596280437087787,0.02177925580542035,0.46167917571887035,646813,72632,152845.903,49142.473,0.0,17.1452
2025-11-15,68410,8498,4227432,0.2692552607566333,0.0,0.22148019213676517,0.04007704617586801,0.4691875009307334,649280,73318,152730.155,49163.847,0.0,15.4197
2025-11-16,68290,7741,4184988,0.26917620607631,0.0,0.2207642711977706,0.04027056082195224,0.4697889619039673,648857,73209,152791.231,49423.602,0.0,17.1743
2025-11-17,67547,8217,4153529,0.2717974564127089,0.0,0.18086978395691977,0.03593257629948178,0.5114001833308894,648534,73898,152772.31699999998,49274.43,0.0,13.6363
2025-11-18,67244,8378,4174150,0.2782284191354762,0.0,0.16022915351964198,0.03035617108369056,0.5311862562611912,649956,73110,152804.35100000002,48924.854,0.0,8.2881
2025-11-19,67659,8182,4145488,0.21630866497996692,0.0,0.3077731653215492,0.029302741964166105,0.4466154277343176,647512,73398,153013.593,49201.775,0.0,9.6922
2025-11-20,67005,8840,4115623,0.20945742593367214,0.0,0.3295329277000198,0.02919628771069995,0.43181335865560816,646542,73633,152987.088,49544.313,0.0,12.9163
2025-11-21,67551,9201,4115319,0.20515724090083062,0.0,0.301846758119659,0.03606813623306835,0.45692786474644204,644835,73711,152917.079,49557.062,0.0,13.5987
2025-11-22,66753,9064,4124716,0.20481715327728173,0.0,0.2966870844603005,0.038308270859430185,0.4601874914029877,647252,73270,153198.335,49615.452,0.0,14.6999
2025-11-23,66277,8220,4126118,0.20762141232345332,0.0,0.27910822782746764,0.03790987725039838,0.47536048259868086,647367,73886,153112.445,49619.874,0.0,15.1661
2025-11-24,66436,7549,4094324,0.20492436851076248,0.0,0.2631642058777333,0.037554027829471745,0.49435739778203247,639794,73648,153325.793,49516.977,0.0,17.0691
2025-11-25,66257,7712,4122839,0.2045776929994549,0.0,0.2626422225348736,0.03804194244492432,0.49473814202074723,633872,73499,153455.83800000002,49679.377,0.0,14.3434
2025-11-26,66482,7387,4091009,0.17562757443958718,0.0,0.5079355253821126,0.012805179505651965,0.3036317206726482,635956,73713,153322.788,49481.577,0.0,12.4482
2025-11-27,68330,7039,4095488,0.1828475976618647,0.0,0.5429795408510377,0.0,0.27417286148709746,636950,73582,152885.605,49648.719,0.0,12.5238
2025-11-28,69322,7364,4102865,0.19056242988872704,0.0,0.556573882719508,0.0,0.25286368739176496,641416,73717,153182.12,49442.963,0.0,10.5668
2025-11-29,68984,7559,4048771,0.18279068591007977,0.0,0.5171919153457956,0.00794057220840383,0.29207682653572076,620148,73536,152860.74599999998,49661.953,0.0,12.3282
2025-11-30,67732,7429,3997107,0.12289611996950407,0.0,0.30565517578146256,0.0616486623137617,0.5098000419352717,628713,72963,153221.688,49706.084,0.0,18.2319
2025-12-01,67532,7596,4014852,0.11378809181501102,0.0,0.34769539312450126,0.06613626512590634,0.4723802499345814,685614,73713,153264.097,49497.327,0.0,16.2737
2025-12-02,66618,7809,4012786,0.0758697834620807,0.0,0.4565935199343309,0.08357330357200674,0.3839633930315816,701874,73359,153349.01,49111.112,0.0,9.8851
2025-12-03,66632,7767,4069918,0.08992668695417985,0.0,0.5929556763339091,0.04001974944872427,0.27709788726318674,710645,73110,154235.82900000003,49100.815,0.0,4.1499
2025-12-04,69060,6456,4089763,0.11361577600571335,0.0,0.677763125155764,2.8434478424113623e-06,0.2086182553906802,720326,72577,154472.758,49483.634,0.0,4.3841
2025-12-05,68832,5629,4083936,0.09979588901596166,0.0,0.6430761885323734,0.008285419808049116,0.24884250264361574,719288,73510,154495.2,49547.351,0.0,6.2342
2025-12-06,68866,5756,4066409,0.06946802284237177,0.0,0.4721200619086329,0.05164526641678043,0.4067666488322148,715444,73250,154616.974,49540.608,0.0,8.1823
2025-12-07,68198,5751,4138818,0.06439042521063185,0.0,0.4895247962977597,0.05571886231963666,0.3903659161719719,710780,73168,154471.613,49705.209,0.0,13.479
2025-12-08,68951,5918,4183034,0.056794155260326024,0.0,0.500015267152275,0.061291679561875596,0.38189889802552335,704839,73551,154661.07299999997,49464.267,0.0,11.8278
2025-12-09,71037,5406,4223179,0.06759459145875871,0.0,0.47870377111191004,0.07539002707811124,0.37831161035121996,713776,73373,154296.496,49359.879,0.0,8.3784
2025-12-10,70295,5163,4249309,0.06726820713197322,0.0,0.44137006542335966,0.09362793306980437,0.3977337943748628,715136,73727,154936.01200000002,49334.713,0.0,10.8956
2025-12-11,70571,5500,4212813,0.07766684966932205,0.0,0.6254689391290522,0.018583904129794427,0.2782803070718312,720358,73004,153898.361,49554.553,0.0,14.0405
2025-12-12,71304,6117,4275164,0.07904911878699454,0.0,0.6729039915253224,0.0,0.24804688968768301,721864,74983,153763.744,49411.614,0.0101,7.3756
2025-12-13,70834,5465,4232434,0.03661950638453964,0.0,0.7527103911410232,0.0,0.2106701024744371,721162,73630,153981.87199999997,49408.054,0.0128,9.4158
2025-12-14,70820,6679,4260211,0.029574745172868407,0.0,0.7824014082609961,0.0,0.18802384656613544,722465,73266,154090.02899999998,49377.617,0.0,7.856
2025-12-15,70794,7297,4280579,0.056721474996571715,0.0,0.5228760122951626,0.06618053237530966,0.35422198033295615,714066,73409,154211.027,49519.901,0.0,8.107
2025-12-16,71183,7379,4289062,0.2309909370275893,0.0,0.20570689795337807,0.0557145247789866,0.5075876402400461,711414,72494,154585.303,49700.341,0.0,10.3459
2025-12-17,70850,7720,4332728,0.3222454467862487,0.0,0.19534526176954828,0.0,0.4824092914442029,714805,73353,153865.924,49403.103,0.0,12.4807
2025-12-18,70866,8122,4353779,0.31223936383038453,0.0,0.18832962510879264,0.014413695238544211,0.4850173158222785,714850,73060,153698.367,49292.853,0.0,10.8124
2025-12-19,71512,8477,4396263,0.2996629191358531,0.0,0.17537477979383165,0.02050566861545596,0.5044566324548594,711607,73573,153574.52899999998,49348.217,0.0,14.4285
2025-12-20,71559,8612,4373065,0.28439625857445094,0.0,0.17332249417394407,0.021766066270198402,0.5205151809814066,713690,72838,153314.686,49385.246,0.0,17.9913
2025-12-21,71903,8650,4446660,0.2240395045317097,0.0,0.3427520664673093,0.02097815706959163,0.41223027193138934,712491,73686,153403.053,49480.941,0.0,8.0953
2025-12-22,72760,8362,4482768,0.20802189351491646,0.0,0.39708046845555695,0.021412187891556536,0.37348545013796997,714498,73443,155097.847,49393.725,0.0,7.0582
2025-12-23,71855,8072,4539051,0.2374275762366639,0.0,0.34237848473164867,0.0209450246081514,0.3992489144235361,715060,73541,157120.025,49518.725,0.0,11.2204
2025-12-24,72317,9333,4552717,0.28615742726976234,0.0,0.27756373581867755,0.031405605472325154,0.404873231439235,703233,72299,158132.80000000002,49560.006,0.0295,10.7343
2025-12-25,71756,10032,4603926,0.31458460912192043,0.0,0.25866284361908987,0.030086414168226366,0.39666613309076343,681330,74036,158267.022,49301.835,0.0,5.7509
2025-12-26,71654,9773,4742611,0.3213798621726803,0.0,0.249579981105606,0.03523877402134941,0.39380138270036424,678288,74848,157829.008,49059.717,0.0,-0.4451
2025-12-27,70462,12627,4738641,0.19951564358021215,0.0,0.17873885026500416,0.12560049464896483,0.4961450115058187,673606,87551,172080.064,49349.186,0.0,3.9904
2025-12-28,70636,11950,4770970,0.1583480083388043,0.0,0.3447722941867467,0.11391619133829493,0.3829635061361541,672337,76583,164874.156,49312.145,0.0,8.4079
2025-12-29,69521,13405,4927747,0.10473186015519338,0.0,0.36797201655614864,0.1195542483852341,0.4077418749034239,700846,78909,190444.145,49556.924,0.0,12.8021
2025-12-30,70987,11991,5079640,0.10808514926351047,0.0,0.4929210180923923,0.06725525516556717,0.3317385774785299,728985,81108,189317.679,49587.625,0.0,8.5873
2025-12-31,81310,8975,5323407,0.1362595559035116,0.0,0.6125038701781653,0.0016134295805174876,0.24962314433780572,733390,122062,193999.007,49138.964,0.0,3.7122
2026-01-01,90745,5893,5522978,0.12531236819664462,0.0,0.6313575645840278,0.005244507310999744,0.2380855599083278,729044,137280,223972.12300000002,48985.709,0.0,0.2618
2026-01-02,95392,4625,5658517,0.12111106773577048,0.0,0.6483776118504833,0.006619720979331023,0.22389159943441514,736409,154664,233175.84099999996,49994.477,0.0,-0.0161
2026-01-03,95823,1157,5676485,0.08725726837963213,0.0,0.7254060214503623,0.009052258108141168,0.17828445206186447,735175,172084,233725.759,49342.858,0.0,2.6244
2026-01-04,95196,307,5657161,0.09236626655285153,0.0,0.7367956420916214,0.011448701149263642,0.15938939020626341,725592,175481,234619.566,49328.624,0.0,8.4818
2026-01-05,96187,575,5663423,0.1274817159832618,0.0,0.6219988128210124,0.0049655220703751545,0.24555394912535078,732952,175173,236105.55699999997,49389.718,0.0,7.5346
2026-01-06,96765,600,5650867,0.160580272159151,0.0,0.4876693328750881,0.008914543533403076,0.34283585143235784,731507,174712,237080.62999999995,49415.966,0.0,6.1296
2026-01-07,96333,885,5645600,0.13616890725834652,0.0,0.1495802446702782,0.07953577978410573,0.6347150682872696,728208,172733,238667.62,49252.264,0.0,8.6994
2026-01-08,95750,1397,5702072,0.1819284537220039,0.0,0.1491204144086762,0.05836831791356556,0.6105828139557542,728894,171687,239338.87800000003,49332.493,0.0,2.4804
2026-01-09,94915,1123,5692430,0.29991099138550287,0.0,0.1478882004020723,0.004162355328716852,0.548038452883708,699493,174778,238177.09999999998,49483.69,0.0,5.296
2026-01-10,95989,881,5640821,0.3057298422649925,0.0,0.14616458587186973,0.0040271386670348,0.5440784331961029,662658,175871,238779.35499999998,49881.988,0.0,10.0412
2026-01-11,96254,729,5648917,0.30660197038857556,0.0,0.13801261310757942,0.0041658896194863345,0.5512195268843587,664331,175135,238430.012,49148.191,0.0,1.2188
2026-01-12,96398,612,5683972,0.3141796409697408,0.0,0.10024256068277282,0.006124839820625316,0.579452958526861,665213,175632,237524.996,49481.508,0.0,2.5493
2026-01-13,94733,933,5689063,0.3294353298384744,0.0,0.07860629342437445,0.0062906228019108485,0.5856677539352403,704342,176384,236983.495,49436.434,0.0,8.456
2026-01-14,99579,1193,5755031,0.2049450580559697,0.0,0.34863055771803264,0.0029051233686605343,0.44351926085733717,778982,175826,236711.668,50162.223999999995,0.0,4.7746
2026-01-15,97374,812,5784488,0.17524622397639733,0.0,0.4203097997962602,0.0020638312549354294,0.4023801449724071,785339,174962,238122.943,49302.961,0.0,15.6224
2026-01-16,98181,450,5762617,0.15009440232403903,0.0,0.4798797251150501,0.002973309405969437,0.36705256315494145,785595,175953,237916.84,49610.59,0.0,11.6351
2026-01-17,97722,242,5788226,0.14506043645029698,0.0,0.5020374033105806,0.006133653673695748,0.3467685065654267,783910,175836,237804.80500000002,49428.987,0.0,9.9956
2026-01-18,98830,326,5771758,0.15358744312098152,0.0,0.5162181562736515,0.005867412713748342,0.3243269878916186,786014,176756,237517.78199999998,49448.114,0.0,9.337
2026-01-19,98049,551,5819284,0.13929376179967523,0.0,0.5865158619544408,0.0024062670070177255,0.27178410923886626,795670,175791,237984.45,49319.221,0.0,6.6952
2026-01-20,98374,609,5806717,0.14068743885685975,0.0,0.6024021347990084,0.0020088296554849534,0.2549015966886469,807628,175505,238566.67400000003,49392.165,0.0,1.4447
2026-01-21,99103,939,5801014,0.19992709506119163,0.0,0.4618625266594137,0.0013925397624095755,0.3368178385169852,806810,175920,237569.265,49437.579,0.0,-1.2297
2026-01-22,98994,1746,5817993,0.21988901795691942,0.0,0.36812800556576464,0.001226610212593206,0.4107563662647228,810169,175896,237849.44399999996,49399.776,0.0,-2.1546
2026-01-23,99129,1497,5814742,0.21997537464949207,0.0,0.3483644942042375,0.003128205121445474,0.42853192602482487,796602,176442,238721.399,49539.513,0.0,1.3235
2026-01-24,98281,736,5820958,0.13800163949686647,0.0,0.31441711124372895,0.01690110379692286,0.5306801454624818,758548,176642,238544.918,49233.357,0.0,3.0562
2026-01-25,97487,616,5799647,0.12703117723076732,0.0,0.32890911085663527,0.013013892603462566,0.5310458193091349,759497,174806,238544.79099999997,49325.385,0.0,1.7377
2026-01-26,96868,877,5851358,0.13896380497099028,0.0,0.34436362644907836,0.010190606287708221,0.5064819622922231,754880,174098,237938.119,49081.342,0.0,3.283
2026-01-27,97165,1086,5824926,0.13492200270501484,0.0,0.34564489216751565,0.015581669328822092,0.5038514357986474,758505,176364,238027.51700000005,49049.898,0.0,3.8233
2026-01-28,96990,1214,5847271,0.13858460665393968,0.0,0.3458349178227969,0.009275695784220956,0.5063047797390425,762112,176446,237891.69199999998,49084.034,0.0,1.9204
2026-01-29,96346,1310,5847040,0.15699655981282934,0.0,0.3532401888170102,4.6141068824662926e-05,0.4897171103013359,803825,176658,235656.28100000002,49052.49,0.0,2.8455
2026-01-30,94417,2370,5772659,0.16852663249468466,0.0,0.3688712084113716,0.0,0.4626021590939436,807498,177771,227577.435,49117.798,0.0,0.6909
2026-01-31,94569,2064,5745243,0.17493121138075776,0.0,0.37521516660515036,0.0,0.44985362201409185,810603,176864,227740.848,49054.735,0.0,3.4068
2026-02-01,95218,1866,5726682,0.18494430795725167,0.0,0.39306314773667916,0.0003283630121381086,0.42166418129393113,796318,176866,229371.017,49288.438,0.0,4.3363
2026-02-02,95022,1488,5774622,0.15279129970361172,0.0,0.33400953324434046,0.03267097428287735,0.4805281927691704,756458,177196,233567.61,49352.658,0.0,3.5277
2026-02-03,94981,1107,5800944,0.15155577963711742,0.0,0.31000941727871306,0.043046117607029616,0.49538868547713993,752644,175020,239247.72799999997,49534.771,0.0,5.5416
2026-02-04,93192,1141,5768811,0.12073226036308708,0.0,0.34652748323132043,0.047630165795193205,0.4851100906103992,746514,174509,243277.45500000002,49670.369,0.0,8.7969
2026-02-05,95396,720,5762216,0.20275129826821459,0.0,0.3416076641010775,0.001103670236121345,0.4545373673945865,787712,175147,246080.392,49446.347,0.0,11.8735
2026-02-06,97896,224,5808131,0.2085053265409463,0.0,0.31979756371196805,0.0011446126206383308,0.47055249712644737,805685,175529,245667.651,49831.82,0.0,8.5888
2026-02-07,97018,384,5834206,0.19323530447570453,0.0,0.31351370864685574,0.002296012427696812,0.4909549744497429,804049,175985,245402.318,49192.51,0.0,2.5766
2026-02-08,97833,1544,5869514,0.21539043573258218,0.0,0.38867140997502597,0.0017430734503030047,0.39419508084208876,809333,176345,245546.34499999997,48980.614,0.0,-1.4289
2026-02-09,98833,272,5894731,0.23881843495630256,0.0,0.435049009777363,0.0023243973483184454,0.32380815791801587,808415,176772,245400.36,49100.752,0.0,4.6061
2026-02-10,98455,63,5908505,0.17668778865801069,0.0,0.30283626344321996,0.03621235855007396,0.48426358934869534,767578,175693,245949.945,49279.242,0.0,8.1402
2026-02-11,96239,906,5906493,0.15398756320885326,0.0,0.16289436922680967,0.06466180609620818,0.6184562614681288,758802,176256,244708.53500000003,49492.238,0.0,9.7527
2026-02-12,93643,1578,5835798,0.1733786226043592,0.0,0.13550873919276954,0.07737323341410307,0.6137394047887683,763050,175938,240728.099,49135.655,0.0,10.4981
2026-02-13,92188,2136,5819991,0.23876665595740693,0.0,0.1631363725206882,0.05939644011818488,0.5387005314037199,772627,174596,236236.695,49116.76,0.0,12.4891
2026-02-14,92804,2084,5794554,0.30857354094339245,0.0,0.18539225082196842,0.037697779036225704,0.46833642919841356,814435,176540,234377.856,49078.675,0.0,13.6974
2026-02-15,93971,1681,5818355,0.27722968265130005,0.0,0.1541936203347552,0.04431822784869811,0.5242584691652465,815777,176099,242838.228,49295.904,0.0,15.3449
2026-02-16,94706,1473,5895974,0.22372143346583745,0.0,0.10709605902010058,0.05037836352512957,0.6188041439889325,810875,175367,250685.818,49531.745,0.0014,8.8476
2026-02-17,94819,1292,5838320,0.2211187410798026,0.0,0.1126559978763711,0.0510921775003373,0.6151330835434891,810702,175945,249832.59399999998,49268.31,0.0,10.0955
2026-02-18,93868,1170,5852053,0.15439302051991402,0.0,0.3648848895357642,0.05314155419294691,0.42758053575137484,812038,174905,249863.13800000004,49269.272,0.0,9.1012
2026-02-19,93634,748,5871128,0.1378581680264657,0.0,0.3393102438358283,0.06757499547217495,0.455256592665531,777639,176366,249799.652,49315.126,0.0,9.1998
2026-02-20,97375,670,5874029,0.11524154571960622,0.0,0.22719565910118675,0.09177158369544126,0.5657912114837658,759249,174110,250846.985,49783.569,0.0,12.4867
2026-02-21,95332,885,5841923,0.1151947530673686,0.0,0.24024355470422445,0.10635837454269377,0.5382033176857132,758580,175267,250910.72,49417.029,0.0,14.6236
2026-02-22,94786,971,5851844,0.0914255942039498,0.0,0.2656911375700064,0.1114166948427773,0.5314665733832664,755448,175339,250971.35499999998,49755.372,0.0,18.727
2026-02-23,94885,1091,5848695,0.07842013001662676,0.0,0.2569070573026015,0.1212860510591625,0.5433867616216093,763043,174938,251667.233,49815.271,0.0,9.6956
2026-02-24,94398,1128,5857386,0.07394275781024134,0.0,0.2275177027092311,0.14139123367809003,0.5571483058024377,725714,171460,252301.02500000002,49811.44,0.0802,7.4794
2026-02-25,85473,2017,5706262,0.06280236560093376,0.0,0.24908770209801404,0.15549030605926545,0.5326196262417867,674408,175406,215266.12800000003,49667.91,0.0038,11.0615
2026-02-26,79462,2374,5518894,0.0662094018021861,0.0,0.21646130762899052,0.1833009309783542,0.5340283595904691,592301,176159,168224.754,49730.111,0.0,11.7336
2026-02-27,75419,3267,5374814,0.10479465807979785,0.0,0.38648238858724093,0.03165260789946565,0.4770703454334956,497143,178334,176786.70899999997,48963.336,0.0187,10.1278
2026-02-28,75211,2885,5257741,0.11521066700495515,0.0,0.39732078272113824,0.02003876330238026,0.4674297869715263,499476,178072,166522.324,49212.864,0.0,9.8444
2026-03-01,75157,2169,5196390,0.0961359923182057,0.0,0.47170170563344843,0.03655347358927855,0.3956088284590673,490773,178990,166515.039,49019.763,0.0,10.6839
2026-03-02,76357,5397,5212942,0.08927505452089476,0.0,0.5100888496956617,0.04364403540041635,0.35699206038302717,487958,178122,166775.77000000002,49091.695,0.0448,9.9602
2026-03-03,76499,5870,5239089,0.08823206950978202,0.0,0.5314963979847445,0.04507914915381826,0.3351923833516552,540251,176845,164900.37300000002,49142.448,0.0024,9.7792
2026-03-04,77473,5534,5229594,0.09840506872173192,0.0,0.49395047546223736,0.04254033653218521,0.3651041192838455,601125,178522,166415.294,49238.565,0.0,10.332
2026-03-05,77980,2423,5257913,0.0973692613696841,0.0,0.48698090377670644,0.04325973894845792,0.3723900959051515,600200,178419,165766.76299999998,48907.966,0.0,11.1339
2026-03-06,77742,1737,5271054,0.12872403833545246,0.0,0.5639627696878402,0.017897063582102985,0.28941612839460423,597702,179071,166065.528,49608.489,0.0,11.3741
2026-03-07,80170,1216,5253811,0.13027094650697432,0.0,0.5660884888789244,0.016815745597321373,0.28682481901677986,601659,177597,166711.81300000002,49336.933,0.0,7.4362
2026-03-08,80869,875,5248353,0.10398213915646767,0.0,0.5887832829211365,0.01849957866868707,0.2887349992537088,600213,177975,166665.645,49368.899000000005,0.0,8.2247
2026-03-09,80993,949,5279109,0.09070935915898715,0.0,0.5792147630876767,0.018123746054572516,0.3119521316987634,600333,178285,165926.962,49293.64,0.0,9.2343
2026-03-10,82719,395,5284678,0.1242920118073535,0.0,0.5488134265994901,0.029882751627771386,0.2970118099653852,595443,178880,165952.435,49475.758,0.0,8.8943
2026-03-11,84031,-257,5283098,0.16502292629740617,0.0,0.4527363642599396,0.04899943350672798,0.33324127593592623,602360,178342,166238.47,49356.023,0.0,10.9826
2026-03-12,84214,-397,5264040,0.1651745665334677,0.0,0.4322488609342799,0.04798549939338551,0.35459107313886673,601790,178224,166054.15000000002,49201.637,0.0117,9.7066
2026-03-13,83325,-117,5273086,0.13587698386822278,0.0,0.34744492285943696,0.01743960844684686,0.49923848482549343,598241,178136,165704.718,49270.839,0.0133,7.3125
2026-03-14,82373,235,5248621,0.15249497493240424,0.0,0.31404667599791036,0.018731261433264614,0.5147270876364208,597838,178330,164667.212,49156.827999999994,0.0,9.9925
2026-03-15,81886,303,5251275,0.1429174276702681,0.0,0.32356355077474325,0.04135652526585069,0.492162496289138,597760,178219,164617.735,49362.835,0.0,11.7967
2026-03-16,80775,566,5263703,0.12813583595555283,0.0,0.28986289621215683,0.06563432593777446,0.5163669418945159,599045,177382,165672.596,49058.955,0.0,11.8189
2026-03-17,79665,113,5212815,0.09297020004788542,0.0,0.21201722082061905,0.0793053372794836,0.6157072418520119,596846,175815,165853.891,48981.552,0.0,13.3252
2026-03-18,78284,1640,5222715,0.08911242318793013,0.0,0.18519532740545605,0.08461169949837734,0.6410805499082365,621618,177378,166009.01299999998,49269.323,0.0149,12.4495
2026-03-19,78371,1543,5262910,0.06345106424902158,0.0,0.21112718896722127,0.0932463899531448,0.6321753568306124,736465,177875,166619.70400000003,49553.477,0.0,11.4832
2026-03-20,79294,1910,5361991,0.050633426443999596,0.0,0.2452918418644289,0.09536133732812989,0.6087133943634417,786575,178134,162300.33800000002,49370.377,0.0,14.7585
2026-03-21,78531,1813,5408645,0.03502680267234871,0.0,0.30692346222839284,0.07866814714104671,0.5793815879582118,822020,177142,158732.885,49445.151999999995,0.0,14.5039
2026-03-22,74973,2036,5291618,0.06300810169384063,0.0,0.2803209667650573,0.07259990468128873,0.5840710268598135,794090,172117,134344.287,49449.31,0.0,15.046
2026-03-23,75454,2128,5315157,0.07108987459320787,0.0,0.19429727365051058,0.07704009352647645,0.657572758229805,774987,168476,153935.10700000002,49708.594000000005,0.0,14.6221
2026-03-24,76686,1406,5384774,0.053848584105416715,0.0,0.1685891264518849,0.09148396138052463,0.6860783280621738,780296,174388,163764.81900000002,49654.412000000004,0.0,12.8526
2026-03-25,72270,2285,5305088,0.03747396437310556,0.0,0.1764179139210003,0.10017395079139423,0.6859341709144999,743149,177511,164087.499,49713.373999999996,0.0,13.9914
2026-03-26,70703,2691,5235449,0.024214491450472612,0.0,0.21681243871863676,0.11219894688704797,0.6467741229438426,722953,176137,164033.218,49881.441,0.0,15.7087
2026-03-27,71624,3406,5283462,0.04355197217469606,0.0,0.14466629597698138,0.10966448899148268,0.70211724285684,721443,177550,163975.69,49885.485,0.0,19.4189
2026-03-28,71624,3588,5258302,0.0482633037801935,0.0,0.12846937097118125,0.09550846695759597,0.7277588582910293,719486,177218,164531.99,50227.608,0.0,16.5345
2026-03-29,70944,3485,5244021,0.029176848849139948,0.0,0.2679902407426605,0.09613592222069474,0.6066969881875047,719613,178384,164192.73700000002,49533.022000000004,0.0,15.459
2026-03-30,70488,3585,5268307,0.029031308648466946,0.0,0.39117695719057194,0.10974321571264192,0.470048518448319,716621,177663,160200.492,50089.329999999994,0.066,16.8279
2026-03-31,70213,3935,5217737,0.038764059135917815,0.0,0.43398487776610817,0.10753038747587614,0.41972067562209775,721734,176969,152346.57499999998,50750.024999999994,0.0667,14.5471
